"","종목코드","종목명","종가","대비","등락률","EPS","PER","BPS","PBR","주당배당금","배당수익률"
"79","001067","JW중외제약2우B",58700,1500,2.62,NA,NA,NA,NA,350,0.6
"80","001065","JW중외제약우",31650,50,0.16,NA,NA,NA,NA,350,1.11
"81","096760","JW홀딩스",5150,-30,-0.58,NA,NA,2191,2.35,90,1.75
"82","035900","JYP Ent.",35650,-1050,-2.86,947,37.65,4477,7.96,155,0.43
"83","024840","KBI메탈",2455,-55,-2.19,196,12.53,2735,0.9,0,0
"84","105560","KB금융",43100,-450,-1.03,8451,5.1,92672,0.47,2210,5.13
"85","024120","KB오토시스",10400,-400,-3.7,930,11.18,8912,1.17,230,2.21
"86","002380","KCC",209000,0,0,NA,NA,421723,0.5,5500,2.63
"87","021320","KCC건설",8900,-30,-0.34,1319,6.75,17642,0.5,150,1.69
"88","036670","KCI",9630,-140,-1.43,1061,9.08,5775,1.67,200,2.08
"89","009070","KCTC",7410,10,0.14,239,31,6409,1.16,45,0.61
"90","009440","KC그린홀딩스",4975,-55,-1.09,369,13.48,7996,0.62,60,1.21
"91","119650","KC코트렐",9840,-160,-1.6,149,66.04,5805,1.7,30,0.3
"92","044180","KD",1040,-10,-0.95,NA,NA,2170,0.48,0,0
"93","092220","KEC",2830,-65,-2.25,NA,NA,1782,1.59,0,0
"94","151860","KG ETS",6730,150,2.28,2789,2.41,6733,1,110,1.63
"95","016380","KG동부제철",12150,350,2.97,NA,NA,8886,1.37,0,0
"96","016385","KG동부제철우",107000,500,0.47,NA,NA,NA,NA,0,0
"97","046440","KG모빌리언스",10800,1050,10.77,619,17.45,7541,1.43,200,1.85
"98","035600","KG이니시스",19400,450,2.37,1847,10.5,8937,2.17,330,1.7
"99","001390","KG케미칼",27650,1750,6.76,7691,3.6,26210,1.05,350,1.27
"100","060720","KH바텍",19750,50,0.25,NA,NA,7998,2.47,0,0
"101","001940","KISCO홀딩스",14850,-50,-0.34,2909,5.1,44246,0.34,280,1.89
"102","122450","KMH",23250,-1200,-4.91,668,34.81,9669,2.4,70,0.3
"103","052900","KMH하이텍",1850,-10,-0.54,48,38.54,1358,1.36,0,0
"104","058400","KNN",2115,20,0.95,61,34.67,1479,1.43,20,0.95
"105","114450","KPX생명과학",9030,-210,-2.27,80,112.88,4024,2.24,0,0
"106","025000","KPX케미칼",63200,300,0.48,8571,7.37,96367,0.66,2500,3.96
"107","092230","KPX홀딩스",58800,-800,-1.34,8406,7,149477,0.39,2600,4.42
"108","000040","KR모터스",1410,-15,-1.05,NA,NA,318,4.43,0,0
"109","044450","KSS해운",11400,250,2.24,1034,11.03,12026,0.95,270,2.37
"110","030200","KT",26000,-650,-2.44,2526,10.29,52341,0.5,1100,4.23
"111","033780","KT&G",78800,-700,-0.88,8208,9.6,63008,1.25,4400,5.58
"112","030210","KTB투자증권",4355,-145,-3.22,681,6.4,8098,0.54,150,3.44
"113","036030","KTH",11350,-150,-1.3,40,283.75,5741,1.98,0,0
"114","058850","KTcs",3120,145,4.87,178,17.53,3715,0.84,80,2.56
"115","058860","KTis",2925,-5,-0.17,272,10.75,4835,0.6,90,3.08
"116","060370","KT서브마린",5760,40,0.7,24,240,4680,1.23,30,0.52
"117","093050","LF",15700,-100,-0.63,2313,6.79,41768,0.38,500,3.18
"118","003550","LG",95500,-4100,-4.12,6143,15.55,107050,0.89,2200,2.3
"119","034220","LG디스플레이",24850,50,0.2,NA,NA,31694,0.78,0,0
"120","001120","LG상사",28550,1350,4.96,739,38.63,30224,0.94,300,1.05
"121","051900","LG생활건강",1561000,-39000,-2.44,46431,33.62,234042,6.67,11000,0.7
"122","051905","LG생활건강우",703000,-20000,-2.77,NA,NA,NA,NA,11050,1.57
"123","003555","LG우",69900,-1300,-1.83,NA,NA,NA,NA,2250,3.22
"124","032640","LG유플러스",12250,-150,-1.21,1005,12.19,16218,0.76,400,3.27
"125","011070","LG이노텍",225000,-5000,-2.17,4323,52.05,93151,2.42,300,0.13
"126","066570","LG전자",166000,-2000,-1.19,169,982.25,79245,2.09,750,0.45
"127","066575","LG전자우",78200,-1300,-1.64,NA,NA,NA,NA,800,1.02
"128","108670","LG하우시스",74600,-500,-0.67,1154,64.64,91420,0.82,250,0.34
"129","108675","LG하우시스우",35750,250,0.7,NA,NA,NA,NA,300,0.84
"130","037560","LG헬로비전",4820,160,3.43,NA,NA,12283,0.39,75,1.56
"131","051910","LG화학",916000,-25000,-2.66,4085,224.24,217230,4.22,2000,0.22
"132","051915","LG화학우",437000,-10000,-2.24,NA,NA,NA,NA,2050,0.47
"133","079550","LIG넥스원",40750,-1500,-3.55,145,281.03,28817,1.41,600,1.47
"134","006260","LS",74100,4100,5.86,912,81.25,98330,0.75,1450,1.96
"135","010120","LS ELECTRIC",61800,700,1.15,3542,17.45,45353,1.36,1200,1.94
"136","000680","LS네트웍스",3090,200,6.92,NA,NA,6590,0.47,0,0
"137","229640","LS전선아시아",7640,0,0,523,14.61,4591,1.66,180,2.36
